"cod_municipio","volume_agua_produzido","agua_consumida","populacao_total","Estado.x","agua_consumida_por_habitante"
251570,541,103.75,3078,"PB",0.337069525666017
251600,4457,319.18,26734,"PB",0.119391037629984
251610,3277,501.08,14714,"PB",0.340546418377056
251615,NA,NA,3475,"PB",NA
251620,14975,0,68822,"PB",0
251630,923.47,638.57,16784,"PB",0.380463536701621
251640,1326,39.52,10822,"PB",0.0365182036592127
251650,0,0,15376,"PB",0
251660,3080,19.12,14568,"PB",0.0131246567819879
251670,1400,245.82,14974,"PB",0.164164551889943
251675,0,0,3011,"PB",0
251680,0,0,9447,"PB",0
251690,3310,672.43,15228,"PB",0.441574730759128
251700,417,7.87,9889,"PB",0.00795833754676914
251710,828,5.57,2747,"PB",0.0202766654532217
251720,309,26.96,5295,"PB",0.0509159584513692
251740,0,0,2208,"PB",0
260010,12151,2881.67,36709,"PE",0.785003677572258
260020,423.28,273.22,19031,"PE",0.143565761126583
260030,1127.91,731.19,24256,"PE",0.3014470646438
260050,5663,648.35,42566,"PE",0.152316402762768
260060,800,0,14341,"PE",0
260080,968.09,559.04,22876,"PE",0.24437838783004
260100,2332,374.21,10882,"PE",0.343879801507076
260110,15114,147.2,82800,"PE",0.0177777777777778
260120,2312.83,1535.19,72625,"PE",0.211385886402754
260160,1133.01,588.56,20675,"PE",0.2846723095526
260170,25616,226.97,75462,"PE",0.0300773899446079
260180,1691,0,12539,"PE",0
260190,3722.37,1479.63,60386,"PE",0.245028649024608
260200,4855,39.95,37317,"PE",0.0107055765468821
260210,1551.29,1040.66,47760,"PE",0.217893634840871
260220,1010.89,468.75,38924,"PE",0.120426985921283
260240,135.71,101.96,8989,"PE",0.113427522527534
260250,1513,10.33,7464,"PE",0.0138397642015005
260260,6305,575.98,49092,"PE",0.117326652000326
260280,519.72,323.17,56523,"PE",0.0571749553279196
260300,7833,121.99,33247,"PE",0.0366920323638223
260310,613.33,480.64,19951,"PE",0.240910230063656
260320,1907,18,28145,"PE",0.0063954521229348
260330,910,83.47,11136,"PE",0.0749551005747126
260340,191.04,84.06,5745,"PE",0.146318537859008
260350,3947,490.46,18292,"PE",0.268128143450689
260370,4243,696.85,24837,"PE",0.280569311913677
260380,25.46,22.79,19997,"PE",0.011396709506426
260390,532.11,376.24,19318,"PE",0.194761362459882
260392,0,0,12603,"PE",0
260410,83377,20789.2,347088,"PE",0.598960494168626
260415,490,171.92,14219,"PE",0.120908643364512
260430,2413,19.88,11515,"PE",0.0172644376899696
260450,3775,629.24,21274,"PE",0.295778885023973
260470,685.15,353.58,17968,"PE",0.196783170080142
260490,621.31,217.8,13132,"PE",0.165854401462077
260500,1331.17,888.29,23841,"PE",0.372589237028648
260510,5507,0,36184,"PE",0
260515,2488,252.38,18321,"PE",0.137754489383767
260530,696.39,440.92,31928,"PE",0.138098220997244
260560,708.13,389.19,22588,"PE",0.172299451035948
260570,7035,1335.34,31809,"PE",0.419799427834889
260580,131.01,124.77,15137,"PE",0.0824271652242849
260600,9989.27,4857.58,136949,"PE",0.35469992478952
260630,812,176.58,7308,"PE",0.241625615763547
260640,6999.81,4056.05,81893,"PE",0.495286532426459
260650,NA,NA,19010,"PE",NA
260660,4115,0,28604,"PE",0
260670,1384,119.04,7725,"PE",0.154097087378641
260690,2668,21.19,12137,"PE",0.017459009639944
260700,989.29,823.14,21932,"PE",0.375314608790808
260710,61.49,58.56,4556,"PE",0.128533801580334
260730,691.26,441.33,29721,"PE",0.148490965983648
260740,291.47,172.53,4754,"PE",0.362915439629785
260750,5104,0,26412,"PE",0
260770,2007,0,13780,"PE",0
260800,0,0,16858,"PE",0
260805,3264,1072.23,14587,"PE",0.735058613834236
260810,880.95,379.69,32939,"PE",0.115270651810923
260825,649,3.46,11202,"PE",0.00308873415461525
260830,21.46,20.44,14525,"PE",0.0140722891566265
260840,4033,460.41,15171,"PE",0.303480324302946
260860,2035,247.34,12865,"PE",0.192258064516129
260870,557.97,314.08,16161,"PE",0.194344409380608
260875,4280,55.13,24757,"PE",0.0222684493274629
260880,2211.57,1006.27,39240,"PE",0.256439857288481
260915,163.14,155.37,20302,"PE",0.0765294059698552
260930,3261,151.88,15098,"PE",0.10059610544443
260970,1690,335.27,23663,"PE",0.141685331530237
260980,513.59,168.81,14445,"PE",0.116863966770509
260990,13179,2079.96,67676,"PE",0.307340859388853
261010,1625,400.93,7969,"PE",0.503112059229514
261020,5041,40.97,26464,"PE",0.0154814087061669
261030,432,46.24,11357,"PE",0.0407149775468874
261040,2828,594.31,21193,"PE",0.28042749964611
261050,541.2,386.48,28982,"PE",0.133351735560003
261080,67.4,39.36,22401,"PE",0.0175706441676711
261090,8381,1869.45,66153,"PE",0.282594893655617
261100,6852,2219.7,35342,"PE",0.628062927961066
261110,75261,20584.1,331951,"PE",0.620094532024305
261120,10.24,9.75,11265,"PE",0.00865512649800266
261153,104,87.16,6823,"PE",0.1277443939616
261170,579.19,466.41,20177,"PE",0.231159240719631
261200,397.04,341.05,10437,"PE",0.326770144677589
261210,413.53,68.99,10423,"PE",0.066190156384918
261220,17318,3975.14,59769,"PE",0.665083906372869
261230,1664,88.78,15742,"PE",0.0563969000127049
261240,673.37,412.66,25047,"PE",0.164754261987464
261245,434.69,191.75,14857,"PE",0.12906374099751
261247,47,0,12375,"PE",0
261250,2020.13,1299.61,101485,"PE",0.128059319111199
261255,1553,12.21,14172,"PE",0.0086155800169348
261260,1387.92,567.64,41293,"PE",0.137466398663212
261270,2085,168.22,13826,"PE",0.12166931867496
261280,242.1,196.91,11627,"PE",0.169355809753161
261300,1109.81,550.46,57659,"PE",0.0954681836313498
261310,8014,1036.03,36763,"PE",0.281813236134157
261320,515.87,416.6,22403,"PE",0.185957237869928
261330,5023,729.55,21171,"PE",0.34459874356431
261350,5639,0,33677,"PE",0
261360,8135,63.74,33365,"PE",0.0191038513412258
261390,24690,5691.98,84352,"PE",0.674788979514416
261400,2437,242.24,19017,"PE",0.127380764579061
261410,570.7,451.16,35367,"PE",0.127565244436904
261430,280.33,134.29,11242,"PE",0.119453833837395
261440,528,56.75,5949,"PE",0.0953941838964532
261450,2334.91,1534.77,63166,"PE",0.242974068327898
261460,1655.44,679.94,27958,"PE",0.243200515058302
261470,2236,316.01,12891,"PE",0.24514002016911
261480,925.79,463.29,24626,"PE",0.188130431251523
261500,2586,25.48,27592,"PE",0.00923456074224413
261510,146.99,79.89,7057,"PE",0.113206745075811
261520,389.17,264.88,10185,"PE",0.260068728522337
261540,823.21,630.06,42123,"PE",0.149576241008475
261560,1095.31,797.62,29519,"PE",0.270205630272028
261570,2468,162.24,15250,"PE",0.106386885245902
261580,3276,0,26454,"PE",0
261590,203.27,143.13,8149,"PE",0.175641182967235
261600,2128,5.44,17870,"PE",0.00304420817011752
261610,600.66,251.66,9450,"PE",0.266306878306878
261618,891,54.3,7746,"PE",0.0701006971340046
261620,4278,564.04,19976,"PE",0.282358830596716
270010,2929,156.87,20434,"AL",0.0767691103063522
270030,57228,258.29,231053,"AL",0.0111788204437943
270070,2737,0,18496,"AL",0
270090,0,77.34,6775,"AL",0.114154981549816
270120,463,0,10818,"AL",0
270160,0,200.69,17976,"AL",0.111643302180685
270180,0,203.9,8969,"AL",0.227338610770431
270200,0,106.92,10992,"AL",0.0972707423580786
270235,0,538.11,24288,"AL",0.221553853754941
270240,14522,208,51997,"AL",0.0400023078254515
270250,1046,0,11224,"AL",0
270255,188.42,182.61,18306,"AL",0.0997541789577188
270290,0,631.69,40519,"AL",0.155899701374664
270310,0,417.02,26041,"AL",0.160139779578357
270330,2024,0,18621,"AL",0
270340,0,212.77,5429,"AL",0.391913796279241
270370,0,81.65,5695,"AL",0.143371378402107
270410,3025,0,18343,"AL",0
270440,1889,0,20047,"AL",0
270460,1431,0,9770,"AL",0
270500,0,323.94,25590,"AL",0.126588511137163
270530,0,37.29,5425,"AL",0.0687373271889401
270540,0,176.02,7241,"AL",0.243087971274686
270570,0,793.11,21641,"AL",0.366484912896816
270580,797.07,620.21,9298,"AL",0.667035921703592
270600,0,213.04,11688,"AL",0.18227241615332
270610,1195,0,11537,"AL",0
270620,968,0,5004,"AL",0
270630,16861,0,73878,"AL",0
270640,6017,1552.48,24878,"AL",0.624037302033926
270642,1964,0,10601,"AL",0
270710,3480.7,701.05,24950,"AL",0.280981963927856
270720,0,133.45,14493,"AL",0.0920789346581108
270760,7613.35,5228.93,11592,"AL",4.51080917874396
270800,10347,0,47820,"AL",0
270840,0,566.11,32271,"AL",0.175423755074215
270895,986,0,13909,"AL",0
270920,2008,10224.42,27798,"AL",3.67811353334772
280010,241.78,76.74,2374,"SE",0.323251895534962
280020,1931.58,642.81,21312,"SE",0.301618806306306
280110,607.07,153.17,4057,"SE",0.377544983978309
280120,3035.34,690.09,28279,"SE",0.244029138229782
280140,1379.7,606.53,21484,"SE",0.282317073170732
280160,879.79,235.5,5890,"SE",0.399830220713073
280190,551.88,233.27,3985,"SE",0.585370138017566
280220,673.82,209.12,5573,"SE",0.375237753454154
280230,4451,965.79,15047,"SE",0.641848873529607
280240,3036,917.84,11724,"SE",0.78287273967929
280260,2113,551.88,5848,"SE",0.943707250341997
280310,832.35,243.03,5017,"SE",0.484412995814232
280370,1828,348,6824,"SE",0.509964830011723
280420,3866,1793.61,14853,"SE",1.2075742274288
280445,2112,52.95,8830,"SE",0.0599660249150623
280450,3725.19,1455.41,35726,"SE",0.407381178973297
280460,7219,1635.77,26240,"SE",0.623387957317073
280470,965.79,237.82,6494,"SE",0.366214967662458
280500,206.95,109.55,3199,"SE",0.342450765864333
280520,394.2,162.12,6440,"SE",0.251739130434783
280540,4626,2759.4,33757,"SE",0.81743045886779
280550,6209,0,23416,"SE",0
280560,3311.28,888.75,28492,"SE",0.311929664467219
280570,3845.98,1079.97,29655,"SE",0.364178047546788
280600,1155,531.96,18362,"SE",0.28970700359438
280700,275.94,93.55,3902,"SE",0.239748846745259
280710,8733,2645.46,40526,"SE",0.652780930760499
280730,528.65,120.08,3170,"SE",0.378801261829653
280740,12233,2597.37,51375,"SE",0.505570802919708
290010,NA,NA,9226,"BA",NA
290020,3030,634.06,19574,"BA",0.323929702666803
290035,0,351.93,17153,"BA",0.205171107094969
290040,360.8,238.28,17043,"BA",0.139811066126856
290050,1880,119,11437,"BA",0.104048264405001
290100,10989,1262.72,37807,"BA",0.33399105985664
290115,4024,645.83,16923,"BA",0.381628552857058
290120,2111,313.23,20096,"BA",0.155866839171975
290130,2649,366.71,13723,"BA",0.267222910442323
290135,3680,0,14791,"BA",0
290150,372.42,195.54,11299,"BA",0.173059562793168
290160,438.83,309.39,19183,"BA",0.16128342803524
290170,174.48,153.92,12225,"BA",0.125905930470348
290180,341.67,278.47,12187,"BA",0.228497579387872
290200,244.89,189.96,14089,"BA",0.134828589679892
290210,7723,0,56370,"BA",0
290260,4344,646.74,21197,"BA",0.305109213567958
290265,1648,0,13711,"BA",0
290270,NA,NA,54188,"BA",NA
290280,7297,97.93,22394,"BA",0.0437304635170135
290290,1100.84,1115.78,34853,"BA",0.320138868963934
290300,3714,501.35,14526,"BA",0.345139749414842
290323,216.72,194.44,15377,"BA",0.126448592053066
290327,0,335.61,15770,"BA",0.21281547241598
290350,0,154.64,18383,"BA",0.0841211989337975
290360,733.64,581.51,15799,"BA",0.36806759921514
290370,2814,403.56,14577,"BA",0.276847087878164
290380,408.69,358.26,18658,"BA",0.192014149426519
290390,4080,2183,69526,"BA",0.313983258061732
290395,1332,185.53,10554,"BA",0.175791169224938
290400,211.66,181.73,14585,"BA",0.124600617072335
290405,221.78,180.19,16873,"BA",0.106791916078943
290410,NA,NA,22429,"BA",NA
290420,284.22,265.53,11021,"BA",0.240930950004537
290430,4251,577.58,15214,"BA",0.379637176285001
290440,130.95,103.95,10698,"BA",0.0971676948962423
290450,143.5,131.7,11070,"BA",0.118970189701897
290460,19770,3330.88,69255,"BA",0.480958775539672
290475,NA,NA,21549,"BA",NA
290480,230.31,168.95,10166,"BA",0.166191225654141
290485,297.89,255.94,18978,"BA",0.134861418484561
290500,927.15,684.27,23545,"BA",0.290622212784031
290510,1167,58.82,10143,"BA",0.057990732524894
290515,133.42,97.69,15982,"BA",0.0611250156425979
290520,10179,1426.4,52531,"BA",0.271534903200015
290530,3308,536.03,18695,"BA",0.286723722920567
290550,432.11,355.85,13641,"BA",0.260867971556338
290590,0,0,29938,"BA",0
290600,1237.21,859.91,72271,"BA",0.118984101506828
290620,900.12,563.91,26382,"BA",0.213748010006823
290640,232.47,112.95,9011,"BA",0.125346798357563
290660,3052,530.75,14667,"BA",0.361866775755096
290670,5207,738.26,26855,"BA",0.274905976540681
290680,8235,0,35235,"BA",0
290682,3313,82.3,17177,"BA",0.0479129067939687
290685,449.96,449.1,12118,"BA",0.370605710513286
290687,12855,1331.76,29346,"BA",0.453813126150072
290689,1243,19.26,10016,"BA",0.0192292332268371
290710,6079,1915,29955,"BA",0.639292271740945
290720,4283.54,3691.12,72172,"BA",0.511433797040403
290730,7192,1063.96,27286,"BA",0.38992890126805
290755,266.68,176.61,9762,"BA",0.180915795943454
290760,742.63,498.43,18140,"BA",0.274768467475193
290770,342.51,224.08,11522,"BA",0.194480124978302
290780,3201.37,2872,34478,"BA",0.832994953303556
290790,4144,0,17602,"BA",0
290810,NA,NA,19396,"BA",NA
290840,17370,57.01,68146,"BA",0.00836586153259179
290870,2982,412.91,18269,"BA",0.226016749685259
290880,999,147.54,4326,"BA",0.341054091539528
290900,1515,211.76,8834,"BA",0.239710210550147
290910,4616,478,14976,"BA",0.31917735042735
290920,3647,52.76,17098,"BA",0.0308574102234179
290950,134.52,92.56,5560,"BA",0.166474820143885
290960,3199,0,21617,"BA",0
290990,2864.23,805.43,35208,"BA",0.228763349238809
291010,NA,NA,12499,"BA",NA
291030,145.52,124.08,8434,"BA",0.147118804837562
291040,242.7,184.21,20331,"BA",0.0906054793172987
291070,13656,0,60666,"BA",0
291075,785.03,996,18481,"BA",0.538931875980737
291077,NA,NA,5914,"BA",NA
291080,160757,35389.53,617528,"BA",0.573083811584252
291085,628.18,474.21,17583,"BA",0.269698003753626
291125,1275,8.49,4712,"BA",0.0180178268251273
291130,1056,75.87,11423,"BA",0.0664186290816773
291140,3735,93.81,16072,"BA",0.0583685913389746
291165,978,137.27,8805,"BA",0.155900056785917
291170,25591,4401.56,85797,"BA",0.513020268773966
291185,0,233.29,13762,"BA",0.169517511989536
291190,1101.92,799.62,26178,"BA",0.305454962181985
291200,327.99,259.08,10502,"BA",0.246695867453818
291220,1417,171.31,19548,"BA",0.0876355637405361
291240,683.46,508.2,18674,"BA",0.272143086644532
291250,308.76,221.32,15296,"BA",0.144691422594142
291260,1104,137.02,5158,"BA",0.265645599069407
291300,107.4,102.75,16699,"BA",0.0615306305766812
291310,6000,931.9,18727,"BA",0.497623751802211
291320,1113.66,790.94,27655,"BA",0.28600253118785
291330,216.84,120.76,6311,"BA",0.191348439233085
291340,NA,NA,16225,"BA",NA
291350,5107,655.06,27787,"BA",0.235743333213373
291370,7111,0,40915,"BA",0
291380,2120,433.59,15521,"BA",0.279357000193287
291400,14619,2000.11,62095,"BA",0.322104839359047
291410,305.8,290.13,10113,"BA",0.286888163749629
291420,0,160.95,7472,"BA",0.215404175588865
291430,2020,369.52,10487,"BA",0.352360064842186
291440,348.72,242.59,25006,"BA",0.0970127169479325
291460,25727,3876.43,73380,"BA",0.528267920414282
291470,21839,3135.17,66310,"BA",0.472805006786307
291500,260.41,245.53,16446,"BA",0.149294661315821
291510,463.18,350.95,13359,"BA",0.262706789430347
291535,195.05,136.94,14667,"BA",0.0933660598622758
291580,841.72,678.46,23327,"BA",0.290847515754276
291640,21700,5695.08,76184,"BA",0.747542791137247
291650,730.65,564.98,35987,"BA",0.15699558173785
291670,1709,14.9,8519,"BA",0.0174903157647611
291680,729.89,574.28,20091,"BA",0.285839430590812
291685,4829,681.88,14763,"BA",0.461884440831809
291690,3425,37.11,13307,"BA",0.0278875779664838
291700,5112,560.22,38492,"BA",0.145541930790814
291710,3105,3105,21178,"BA",1.46614411181415
291720,2566,414.62,19406,"BA",0.213655570442131
291733,224.66,202.47,11331,"BA",0.178686788456447
291740,1295,0,15409,"BA",0
291750,22514,4138.29,84811,"BA",0.487942601785146
291760,13962,1757.96,55449,"BA",0.317040884416311
291770,6781,2004.14,33186,"BA",0.603911287892485
291800,8200.98,5563.17,161528,"BA",0.344409018869793
291810,7355,1003.47,41100,"BA",0.244153284671533
291835,6531,1025.82,25141,"BA",0.408026729247047
291840,21432,20993,218324,"BA",0.961552554918378
291850,720.96,499.37,15841,"BA",0.315238936935799
291860,1338,201.18,7229,"BA",0.278295753216212
291870,927,91.26,4020,"BA",0.227014925373134
291875,148.91,127.38,15801,"BA",0.0806151509398139
291900,852,5.28,3974,"BA",0.013286361348767
291905,363.3,344.89,8836,"BA",0.390323675871435
291910,90.49,168.66,9442,"BA",0.178627409447151
291915,1296,897.36,27521,"BA",0.326063733149232
291930,2943,400.54,11445,"BA",0.349969418960245
291940,1797,144.13,12966,"BA",0.111159956810119
291950,1674.97,990.67,46035,"BA",0.215199304876724
291960,3286,34.91,11837,"BA",0.0294922700008448
291970,988.19,988.19,18786,"BA",0.526024699244118
291980,15503,633.21,50262,"BA",0.125981855079384
291990,0,0,8365,"BA",0
291995,1466,215.8,5174,"BA",0.417085427135678
292000,402.52,269.09,10082,"BA",0.266901408450704
292010,4045,359.12,20097,"BA",0.178693337314027
292020,429.98,320.79,17455,"BA",0.183781151532512
292030,1203,0,8896,"BA",0
292040,235.88,200.66,14488,"BA",0.138500828271673
292050,5604,546.51,23751,"BA",0.230099785272199
292080,2423,264.02,10951,"BA",0.241092137704319
292105,191.5,140.28,12314,"BA",0.113919116452818
292120,929.98,929.98,27536,"BA",0.337732423009878
292130,3666,545.92,11659,"BA",0.468239128570203
292140,111.74,101.06,18039,"BA",0.0560230611452963
292145,856,100.86,9902,"BA",0.101858210462533
292150,5824,0,54733,"BA",0
292160,2059,278.58,8967,"BA",0.310672465707594
292170,7200,0,36717,"BA",0
292180,2317,251.61,12477,"BA",0.201659052656889
292190,0,450.5,10244,"BA",0.439769621241702
292205,2202,256.53,12200,"BA",0.210270491803279
292210,5050,684.78,27165,"BA",0.25208172280508
292225,121.78,83.65,11495,"BA",0.0727707698999565
292265,2945,0,13321,"BA",0
292270,369.61,244.12,17082,"BA",0.142910666198337
292273,311.35,295.65,8125,"BA",0.363876923076923
292280,1364,206.75,8312,"BA",0.24873676612127
292285,248.22,175.98,9470,"BA",0.185828933474129
292290,564.63,436.57,25854,"BA",0.16885975090895
292303,0,0,12238,"BA",0
292305,1950,0,15993,"BA",0
292310,4741,43.19,26817,"BA",0.0161054554946489
292320,1265,357,22774,"BA",0.156757706156143
292335,303.52,241.3,17775,"BA",0.135752461322082
292340,3312,509.35,22416,"BA",0.227226088508208
292350,248.54,157.34,9130,"BA",0.172332968236583
292360,6846,1065.22,22077,"BA",0.482502151560448
292370,NA,NA,32636,"BA",NA
292380,6303,0,29878,"BA",0
292400,7371.58,4717.13,119214,"BA",0.39568590937306
292405,293.14,293.14,14471,"BA",0.202570658558496
292420,0,152.61,18135,"BA",0.0841521918941274
292430,NA,NA,18473,"BA",NA
292440,NA,NA,35428,"BA",NA
292450,1346,230.29,16805,"BA",0.137036596251116
292460,NA,NA,21062,"BA",NA
292465,2200,31.46,10742,"BA",0.0292869111897226
292470,2017,241.31,12238,"BA",0.197180911913711
292480,749.22,851.4,25027,"BA",0.340192592000639
292490,1376,127.4,9473,"BA",0.134487490763222
292500,5819,803.05,26632,"BA",0.301535746470412
292510,1866.83,1496.42,48729,"BA",0.307090233741714
292525,843.28,445.57,16168,"BA",0.27558758040574
292540,2199,477.62,8969,"BA",0.532523135243617
292560,4956,784.53,14712,"BA",0.533258564437194
292570,1901,44.37,13178,"BA",0.0336697526179997
292580,720.28,543.31,26083,"BA",0.208300425564544
292590,5623,0,28655,"BA",0
292593,312.29,199.34,10033,"BA",0.198684341672481
292595,588.69,352.84,24349,"BA",0.144909441866196
292600,5907,3315.22,42275,"BA",0.784203429923122
292610,0,289.17,13319,"BA",0.217110894211277
292630,10453,1332.78,35403,"BA",0.376459622065927
292640,NA,NA,36039,"BA",NA
292650,94.7,57.12,15269,"BA",0.0374091296090117
292660,12971,138.76,51418,"BA",0.0269866583686647
292665,17.74,14.3,8260,"BA",0.0173123486682809
292670,371.8,232.98,13616,"BA",0.171107520564042
292680,509.29,387.24,15628,"BA",0.247786025083184
292690,1977,281.12,12084,"BA",0.232638199271764
292710,0,0,8887,"BA",0
292720,1135.44,783.67,31867,"BA",0.245918975742932
292750,4111,56.87,20754,"BA",0.0274019466127012
292760,3032,0,15100,"BA",0
292790,3272,401.43,11177,"BA",0.359157197816946
292800,1030.65,717.42,36915,"BA",0.19434376269809
292820,854.01,669.23,27260,"BA",0.245498899486427
292830,318.12,139.13,9442,"BA",0.147352255877992
292850,2542,394.28,10586,"BA",0.372454184772341
292880,12719,2247.59,53193,"BA",0.422534920008272
292895,323.97,323.97,9877,"BA",0.328004454793966
292905,907.39,668.53,15647,"BA",0.427257621269253
292925,5871,840.88,19542,"BA",0.430293726333026
292937,292.14,272.52,11061,"BA",0.246379170056957
292970,304.1,264.16,20320,"BA",0.13
292980,237.19,206.74,12739,"BA",0.162289033676113
292990,733.96,733.96,45202,"BA",0.16237334631211
293000,0,920,11528,"BA",0.798056904927134
293010,25780,203.3,81330,"BA",0.0249969261035288
293015,NA,NA,33011,"BA",NA
293020,NA,NA,41464,"BA",NA
293030,3555,491.59,18389,"BA",0.267328294088857
293040,2856,508.23,15351,"BA",0.331072894273989
293050,7873.65,6633.91,83275,"BA",0.796626838787151
293060,5816,622.59,13373,"BA",0.465557466537052
293075,NA,NA,13320,"BA",NA
293076,301.23,239.67,11767,"BA",0.203679782442424
293077,4462,1125.58,23583,"BA",0.477284484586355
293080,241.16,166.15,17332,"BA",0.0958631433187168
293090,1841,234.64,13025,"BA",0.180145873320537
293100,683.57,415.74,21282,"BA",0.195348181561883
293105,548.52,321.43,17702,"BA",0.181578352728505
293110,433.44,212.45,8553,"BA",0.248392376943762
293130,3640,23.24,17398,"BA",0.0133578572249684
293150,5690,0,23011,"BA",0
293180,246.74,190.26,18187,"BA",0.104613185242206
293190,1248.09,923.94,55777,"BA",0.165648923391362
293200,1123.19,1170.67,25087,"BA",0.46664407860645
293210,3277,448.75,20782,"BA",0.215932056587431
293240,5181,772.97,14483,"BA",0.533708485810951
293245,267.23,220.47,19055,"BA",0.115701915507741
293260,NA,NA,17301,"BA",NA
293280,4648,472.37,19593,"BA",0.241091206042975
293300,7875,794.44,27906,"BA",0.284684297283738
293305,471.81,403.53,14729,"BA",0.273969719600788
293310,2636,295.38,9416,"BA",0.313700084961767
293315,3990,0,13470,"BA",0
293330,92170,16241.13,343230,"BA",0.473185036273053
293340,253.07,213.35,9731,"BA",0.219247764875141
293360,8919,5434.44,48316,"BA",1.12477026243894
310100,4017,474.4,13447,"MG",0.352792444411393
310170,13390,2011.47,41296,"MG",0.487085916311507
310270,1293,142.79,9410,"MG",0.151742826780021
310340,10178,115.41,37270,"MG",0.030965924335927
310520,1011,197.42,5019,"MG",0.393345287905957
310650,2057,247.68,12431,"MG",0.199243825919073
310665,1409,145.18,4661,"MG",0.311478223557177
310825,141.38,116.92,10669,"MG",0.109588527509607
311270,3427,0,15074,"MG",0
311300,3200,363.11,23571,"MG",0.154049467566077
311547,980,120.12,5174,"MG",0.232160804020101
311610,271.13,90.32,15657,"MG",0.0576866577249792
311700,1630,177.91,7835,"MG",0.227070835992342
311783,596,0,7564,"MG",0
311950,2664,26.64,9400,"MG",0.0283404255319149
312030,1367,159.74,6010,"MG",0.265790349417637
312087,212.29,177.54,7491,"MG",0.237004405286344
312235,276.16,240.59,6478,"MG",0.371395492435937
312245,2764,259,10209,"MG",0.253697717700069
312430,8690,1408.06,32151,"MG",0.43795216322976
312560,2170,273.06,7338,"MG",0.372117743254293
312650,1804,202.84,10550,"MG",0.192265402843602
312670,4566,320.34,26217,"MG",0.122187893351642
312707,101.23,100.77,5809,"MG",0.173472198312963
312733,NA,NA,5255,"MG",NA
312780,2488,25.65,15805,"MG",0.0162290414425815
312965,158.35,131.6,6206,"MG",0.212052852078634
313065,1140,59.52,7526,"MG",0.079085835769333
313210,4638,681.5,18383,"MG",0.370722950552141
313330,6877,100.63,21564,"MG",0.0466657391949546
313400,3070,469.58,15059,"MG",0.311826814529517
313470,3119,412.3,12537,"MG",0.328866554997208
313505,7513,996.41,37054,"MG",0.268907540346521
313510,24292,3357.57,70886,"MG",0.473657703918968
313520,15241,2333.95,68247,"MG",0.341985728310402
313535,1368,0,8643,"MG",0
313545,154.28,154.28,7580,"MG",0.20353562005277
313580,7171,64.69,25365,"MG",0.0255036467573428
313600,3994,500.72,15562,"MG",0.321758128775222
313650,2691,17.45,10826,"MG",0.016118603362276
313652,562,10.03,4643,"MG",0.0216024122334697
313657,1036,81.87,4830,"MG",0.169503105590062
313695,180.34,148.53,5861,"MG",0.253420917932093
313865,242.15,195.92,8938,"MG",0.219198925934213
313925,NA,NA,6591,"MG",NA
313930,4767,710.54,19622,"MG",0.36211395372541
314055,3176,331.59,8425,"MG",0.393578635014837
314085,331.31,257.38,10822,"MG",0.237830345592312
314100,568.64,395.83,12895,"MG",0.306963939511439
314140,5624,584.77,21459,"MG",0.272505708560511
314225,523,0,4832,"MG",0
314270,3476,595.17,15779,"MG",0.377191203498321
314290,5736,856.25,21990,"MG",0.389381537062301
314315,857,108.61,4897,"MG",0.22178885031652
314345,1277,154.91,8041,"MG",0.192650167889566
314465,1455,264.92,10301,"MG",0.257178914668479
314505,2300,314.26,7636,"MG",0.411550550026192
314530,4307,35.55,31803,"MG",0.0111781907367229
314537,177.5,136.23,5255,"MG",0.259238820171265
314625,185.14,145.58,6250,"MG",0.232928
314630,4141,723.62,19971,"MG",0.36233538631015
314655,791,0,6162,"MG",0
314795,1044,0,5914,"MG",0
314870,6709,1125.29,24683,"MG",0.455896771057003
314915,2115,278.01,11193,"MG",0.248378450817475
315217,264.92,190.28,12016,"MG",0.158355525965379
315220,11599,1578.29,38720,"MG",0.407616219008264
315450,1562,11.99,9658,"MG",0.0124145785876993
315560,4257,556.15,30732,"MG",0.18096772094234
315650,1830,162.37,7093,"MG",0.228915832510926
315660,286.81,272.47,10330,"MG",0.263765730880929
315700,14989,276.77,41301,"MG",0.0670129052565313
315710,325.99,273.8,7107,"MG",0.38525397495427
315737,758,68.26,4383,"MG",0.155738078941364
315810,204.58,139.09,5393,"MG",0.257908399777489
316045,760,0,7290,"MG",0
316240,407.92,294.44,25906,"MG",0.113657067860727
316245,179.27,138.73,12652,"MG",0.109650648118874
316270,566.43,464.4,23526,"MG",0.197398622800306
316695,926,98.44,4712,"MG",0.208913412563667
316800,10071,100,33315,"MG",0.030016509079994
317065,119.12,98.16,4989,"MG",0.196752856283824
317090,491.12,445.91,19702,"MG",0.226327276418638
317103,1829,246.66,9056,"MG",0.272371908127208
317160,3759,496.97,14030,"MG",0.354219529579473
